身份別	簡稱	年月日	多方未平倉口數	空方未平倉口數
COID	Name	MDATE	VOLUME	VOLUME2
12MTX  	投信－小型臺指期	20090826	       0	       0
12MTX  	投信－小型臺指期	20090827	       0	       0
12MTX  	投信－小型臺指期	20090828	       0	       0
12MTX  	投信－小型臺指期	20090831	       0	      10
12MTX  	投信－小型臺指期	20090901	       0	       0
12MTX  	投信－小型臺指期	20090902	       0	      11
12MTX  	投信－小型臺指期	20090903	       0	      11
12MTX  	投信－小型臺指期	20090904	       0	       4
12MTX  	投信－小型臺指期	20090907	       0	       4
12MTX  	投信－小型臺指期	20090908	       0	       0
12MTX  	投信－小型臺指期	20090909	       0	       0
12MTX  	投信－小型臺指期	20090910	       0	       0
12MTX  	投信－小型臺指期	20090911	       0	       0
12MTX  	投信－小型臺指期	20090914	       0	       0
12MTX  	投信－小型臺指期	20090915	       0	       0
12MTX  	投信－小型臺指期	20090916	       0	       0
12MTX  	投信－小型臺指期	20090917	       0	       0
12MTX  	投信－小型臺指期	20090918	       0	       2
12MTX  	投信－小型臺指期	20090921	       0	       2
12MTX  	投信－小型臺指期	20090922	       0	       2
12MTX  	投信－小型臺指期	20090923	       0	       3
12MTX  	投信－小型臺指期	20090924	       0	       3
12MTX  	投信－小型臺指期	20090925	       0	       3
12MTX  	投信－小型臺指期	20090928	       0	       3
12MTX  	投信－小型臺指期	20090929	       0	       3
12MTX  	投信－小型臺指期	20090930	       0	       3
12MTX  	投信－小型臺指期	20091001	       0	       3
12MTX  	投信－小型臺指期	20091002	       0	       3
12MTX  	投信－小型臺指期	20091005	       0	       3
12MTX  	投信－小型臺指期	20091006	       0	       3
12MTX  	投信－小型臺指期	20091007	       0	       3
12MTX  	投信－小型臺指期	20091008	       0	       3
12MTX  	投信－小型臺指期	20091009	       0	       3
12MTX  	投信－小型臺指期	20091012	       0	       3
12MTX  	投信－小型臺指期	20091013	       0	       3
12MTX  	投信－小型臺指期	20091014	       0	       3
12MTX  	投信－小型臺指期	20091015	       0	       3
12MTX  	投信－小型臺指期	20091016	       0	       3
12MTX  	投信－小型臺指期	20091019	       0	      14
12MTX  	投信－小型臺指期	20091020	       0	      14
12MTX  	投信－小型臺指期	20091021	       0	      14
12MTX  	投信－小型臺指期	20091022	       0	      14
12MTX  	投信－小型臺指期	20091023	       0	      14
12MTX  	投信－小型臺指期	20091026	       0	      14
12MTX  	投信－小型臺指期	20091027	       0	      14
12MTX  	投信－小型臺指期	20091028	       0	      14
12MTX  	投信－小型臺指期	20091029	       0	      14
12MTX  	投信－小型臺指期	20091030	       0	      14
12MTX  	投信－小型臺指期	20091102	       0	      14
12MTX  	投信－小型臺指期	20091103	       0	      14
12MTX  	投信－小型臺指期	20091104	       0	      14
12MTX  	投信－小型臺指期	20091105	       0	      14
12MTX  	投信－小型臺指期	20091106	       0	      14
12MTX  	投信－小型臺指期	20091109	       0	      14
12MTX  	投信－小型臺指期	20091110	       0	      14
12MTX  	投信－小型臺指期	20091111	       0	      14
12MTX  	投信－小型臺指期	20091112	       0	      14
12MTX  	投信－小型臺指期	20091113	       0	      14
12MTX  	投信－小型臺指期	20091116	       0	      14
12MTX  	投信－小型臺指期	20091117	       0	       3
12MTX  	投信－小型臺指期	20091118	       0	       2
12MTX  	投信－小型臺指期	20091119	       0	       2
12MTX  	投信－小型臺指期	20091120	       0	       2
12MTX  	投信－小型臺指期	20091123	       0	       2
12MTX  	投信－小型臺指期	20091124	       0	       2
12MTX  	投信－小型臺指期	20091125	       0	       2
12MTX  	投信－小型臺指期	20091126	       0	       2
12MTX  	投信－小型臺指期	20091127	       0	       3
12MTX  	投信－小型臺指期	20091130	       0	       3
12MTX  	投信－小型臺指期	20091201	       0	       3
12MTX  	投信－小型臺指期	20091202	       0	       0
12MTX  	投信－小型臺指期	20091203	       0	       0
12MTX  	投信－小型臺指期	20091204	       0	       0
12MTX  	投信－小型臺指期	20091207	       0	       0
12MTX  	投信－小型臺指期	20091208	       0	       0
12MTX  	投信－小型臺指期	20091209	       0	       0
12MTX  	投信－小型臺指期	20091210	       0	       0
12MTX  	投信－小型臺指期	20091211	       0	       0
12MTX  	投信－小型臺指期	20091214	       0	       0
12MTX  	投信－小型臺指期	20091215	       0	       0
12MTX  	投信－小型臺指期	20091216	       0	       0
12MTX  	投信－小型臺指期	20091217	       0	       0
12MTX  	投信－小型臺指期	20091218	       0	       0
12MTX  	投信－小型臺指期	20091221	       0	       0
12MTX  	投信－小型臺指期	20091222	       0	       0
12MTX  	投信－小型臺指期	20091223	       0	       0
12MTX  	投信－小型臺指期	20091224	       0	       0
12MTX  	投信－小型臺指期	20091225	       0	       0
12MTX  	投信－小型臺指期	20091228	       0	       0
12MTX  	投信－小型臺指期	20091229	       0	       0
12MTX  	投信－小型臺指期	20091230	       0	       0
12MTX  	投信－小型臺指期	20091231	       0	       0
12MTX  	投信－小型臺指期	20100104	       0	       0
12MTX  	投信－小型臺指期	20100105	       0	       0
12MTX  	投信－小型臺指期	20100106	       0	       0
12MTX  	投信－小型臺指期	20100107	       0	       0
12MTX  	投信－小型臺指期	20100108	       0	       0
12MTX  	投信－小型臺指期	20100111	       0	       0
12MTX  	投信－小型臺指期	20100112	       0	       0
12MTX  	投信－小型臺指期	20100113	       0	       0
12MTX  	投信－小型臺指期	20100114	       0	       0
12MTX  	投信－小型臺指期	20100115	       0	       0
12MTX  	投信－小型臺指期	20100118	       0	       0
12MTX  	投信－小型臺指期	20100119	       0	       0
12MTX  	投信－小型臺指期	20100120	       0	       0
12MTX  	投信－小型臺指期	20100121	       0	       0
12MTX  	投信－小型臺指期	20100122	       0	       0
12MTX  	投信－小型臺指期	20100125	       0	       0
12MTX  	投信－小型臺指期	20100126	       0	       0
12MTX  	投信－小型臺指期	20100127	       0	       0
12MTX  	投信－小型臺指期	20100128	       0	      10
12MTX  	投信－小型臺指期	20100129	       0	      20
12MTX  	投信－小型臺指期	20100201	       0	      20
12MTX  	投信－小型臺指期	20100202	       0	      20
12MTX  	投信－小型臺指期	20100203	       0	      20
12MTX  	投信－小型臺指期	20100204	       0	      20
12MTX  	投信－小型臺指期	20100205	       0	      25
12MTX  	投信－小型臺指期	20100206	       0	      25
12MTX  	投信－小型臺指期	20100208	       0	      25
12MTX  	投信－小型臺指期	20100209	       0	      25
12MTX  	投信－小型臺指期	20100210	       0	      25
12MTX  	投信－小型臺指期	20100222	       0	      25
12MTX  	投信－小型臺指期	20100223	       0	      25
12MTX  	投信－小型臺指期	20100224	       0	      25
12MTX  	投信－小型臺指期	20100225	       0	      25
12MTX  	投信－小型臺指期	20100226	       0	      25
12MTX  	投信－小型臺指期	20100301	       0	      25
12MTX  	投信－小型臺指期	20100302	       0	      25
12MTX  	投信－小型臺指期	20100303	       0	      25
12MTX  	投信－小型臺指期	20100304	       0	       0
12MTX  	投信－小型臺指期	20100305	       0	       0
12MTX  	投信－小型臺指期	20100308	       0	       0
12MTX  	投信－小型臺指期	20100309	       0	       0
12MTX  	投信－小型臺指期	20100310	       0	       0
12MTX  	投信－小型臺指期	20100311	       0	       0
12MTX  	投信－小型臺指期	20100312	       0	       0
12MTX  	投信－小型臺指期	20100315	       0	       0
12MTX  	投信－小型臺指期	20100316	       0	       0
12MTX  	投信－小型臺指期	20100317	       0	       0
12MTX  	投信－小型臺指期	20100318	       0	       0
12MTX  	投信－小型臺指期	20100319	       0	       0
12MTX  	投信－小型臺指期	20100322	       0	       0
12MTX  	投信－小型臺指期	20100323	       0	       0
12MTX  	投信－小型臺指期	20100324	       0	       0
12MTX  	投信－小型臺指期	20100325	       0	       0
12MTX  	投信－小型臺指期	20100326	       0	       0
12MTX  	投信－小型臺指期	20100329	       0	       0
12MTX  	投信－小型臺指期	20100330	       0	       0
12MTX  	投信－小型臺指期	20100331	       0	       0
12MTX  	投信－小型臺指期	20100401	       0	       0
12MTX  	投信－小型臺指期	20100402	       0	       0
12MTX  	投信－小型臺指期	20100406	       0	       0
12MTX  	投信－小型臺指期	20100407	       0	       0
12MTX  	投信－小型臺指期	20100408	       0	       0
12MTX  	投信－小型臺指期	20100409	       0	       0
12MTX  	投信－小型臺指期	20100412	       0	       0
12MTX  	投信－小型臺指期	20100413	       0	       0
12MTX  	投信－小型臺指期	20100414	       0	       0
12MTX  	投信－小型臺指期	20100415	       0	       0
12MTX  	投信－小型臺指期	20100416	       0	       0
12MTX  	投信－小型臺指期	20100419	       0	       0
12MTX  	投信－小型臺指期	20100420	       0	      10
12MTX  	投信－小型臺指期	20100421	       0	      10
12MTX  	投信－小型臺指期	20100422	       0	      10
12MTX  	投信－小型臺指期	20100423	       0	      10
12MTX  	投信－小型臺指期	20100426	       0	      10
12MTX  	投信－小型臺指期	20100427	       0	      10
12MTX  	投信－小型臺指期	20100428	       0	       0
12MTX  	投信－小型臺指期	20100429	       0	       0
12MTX  	投信－小型臺指期	20100430	       0	       0
12MTX  	投信－小型臺指期	20100503	       0	       0
12MTX  	投信－小型臺指期	20100504	       0	       0
12MTX  	投信－小型臺指期	20100505	       0	       0
12MTX  	投信－小型臺指期	20100506	       0	       0
12MTX  	投信－小型臺指期	20100507	       0	       0
12MTX  	投信－小型臺指期	20100510	       0	       0
12MTX  	投信－小型臺指期	20100511	       0	       0
12MTX  	投信－小型臺指期	20100512	       0	       0
12MTX  	投信－小型臺指期	20100513	       0	       0
12MTX  	投信－小型臺指期	20100514	       0	       0
12MTX  	投信－小型臺指期	20100517	       0	       0
12MTX  	投信－小型臺指期	20100518	       0	       0
12MTX  	投信－小型臺指期	20100519	       0	       0
12MTX  	投信－小型臺指期	20100520	       0	       0
12MTX  	投信－小型臺指期	20100521	       0	       0
12MTX  	投信－小型臺指期	20100524	       0	       0
12MTX  	投信－小型臺指期	20100525	       0	       0
12MTX  	投信－小型臺指期	20100526	       0	       0
12MTX  	投信－小型臺指期	20100527	       0	       0
12MTX  	投信－小型臺指期	20100528	       0	       0
12MTX  	投信－小型臺指期	20100531	       0	       0
12MTX  	投信－小型臺指期	20100601	       0	       0
12MTX  	投信－小型臺指期	20100602	       0	       0
12MTX  	投信－小型臺指期	20100603	       0	       0
12MTX  	投信－小型臺指期	20100604	       0	       0
12MTX  	投信－小型臺指期	20100607	       0	       0
12MTX  	投信－小型臺指期	20100608	       0	       0
12MTX  	投信－小型臺指期	20100609	       0	       0
12MTX  	投信－小型臺指期	20100610	       0	       0
12MTX  	投信－小型臺指期	20100611	       0	       0
12MTX  	投信－小型臺指期	20100614	       0	       0
12MTX  	投信－小型臺指期	20100615	       0	       0
12MTX  	投信－小型臺指期	20100617	       0	       0
12MTX  	投信－小型臺指期	20100618	       0	       0
12MTX  	投信－小型臺指期	20100621	       0	       0
12MTX  	投信－小型臺指期	20100622	       0	       0
12MTX  	投信－小型臺指期	20100623	       0	       0
12MTX  	投信－小型臺指期	20100624	       0	       0
12MTX  	投信－小型臺指期	20100625	       0	       0
12MTX  	投信－小型臺指期	20100628	       0	       0
12MTX  	投信－小型臺指期	20100629	       0	       0
12MTX  	投信－小型臺指期	20100630	       0	       0
12MTX  	投信－小型臺指期	20100701	       0	       0
