身份別	簡稱	年月日	多方未平倉口數	空方未平倉口數
COID	Name	MDATE	VOLUME	VOLUME2
13MTX  	外資－小型臺指期	20110118	    4834	    2604
13MTX  	外資－小型臺指期	20110119	    3253	     742
13MTX  	外資－小型臺指期	20110120	    2378	     858
13MTX  	外資－小型臺指期	20110121	    1580	    1315
13MTX  	外資－小型臺指期	20110124	    1715	    1369
13MTX  	外資－小型臺指期	20110125	    2266	    1430
13MTX  	外資－小型臺指期	20110126	    3862	    1452
13MTX  	外資－小型臺指期	20110127	    3912	    1409
13MTX  	外資－小型臺指期	20110128	    3435	    1525
13MTX  	外資－小型臺指期	20110208	    3062	    2187
13MTX  	外資－小型臺指期	20110209	    2215	    2671
13MTX  	外資－小型臺指期	20110210	    1552	    3008
13MTX  	外資－小型臺指期	20110211	    1874	    3635
13MTX  	外資－小型臺指期	20110214	    2469	    3438
13MTX  	外資－小型臺指期	20110215	    3726	    3540
13MTX  	外資－小型臺指期	20110216	    2664	    1529
13MTX  	外資－小型臺指期	20110217	    3207	    1425
13MTX  	外資－小型臺指期	20110218	    2980	    1292
13MTX  	外資－小型臺指期	20110221	    2691	    1951
13MTX  	外資－小型臺指期	20110222	    2490	    1735
13MTX  	外資－小型臺指期	20110223	    2377	    1816
13MTX  	外資－小型臺指期	20110224	    3454	    1877
13MTX  	外資－小型臺指期	20110225	    4273	    2053
13MTX  	外資－小型臺指期	20110301	    4508	    2084
13MTX  	外資－小型臺指期	20110302	    3477	    2254
13MTX  	外資－小型臺指期	20110303	    3768	    2325
13MTX  	外資－小型臺指期	20110304	    3622	    2547
13MTX  	外資－小型臺指期	20110307	    2997	    2804
13MTX  	外資－小型臺指期	20110308	    3152	    3059
13MTX  	外資－小型臺指期	20110309	    3425	    3267
13MTX  	外資－小型臺指期	20110310	    3032	    3655
13MTX  	外資－小型臺指期	20110311	    3449	    4259
13MTX  	外資－小型臺指期	20110314	    4577	    5085
13MTX  	外資－小型臺指期	20110315	    6940	    4169
13MTX  	外資－小型臺指期	20110316	    4487	    2590
13MTX  	外資－小型臺指期	20110317	    4904	    3089
13MTX  	外資－小型臺指期	20110318	    5210	    3200
13MTX  	外資－小型臺指期	20110321	    5246	    2659
13MTX  	外資－小型臺指期	20110322	    5464	    2380
13MTX  	外資－小型臺指期	20110323	    5368	    3184
13MTX  	外資－小型臺指期	20110324	    5342	    2531
13MTX  	外資－小型臺指期	20110325	    5036	    2264
13MTX  	外資－小型臺指期	20110328	    4810	    3591
13MTX  	外資－小型臺指期	20110329	    4919	    3602
13MTX  	外資－小型臺指期	20110330	    5018	    3342
13MTX  	外資－小型臺指期	20110331	    5025	    3389
13MTX  	外資－小型臺指期	20110401	    5287	    2899
13MTX  	外資－小型臺指期	20110406	    5659	    3277
13MTX  	外資－小型臺指期	20110407	    5644	    4201
13MTX  	外資－小型臺指期	20110408	    5417	    4781
13MTX  	外資－小型臺指期	20110411	    5838	    6037
13MTX  	外資－小型臺指期	20110412	    5920	    7359
13MTX  	外資－小型臺指期	20110413	    5989	    6996
13MTX  	外資－小型臺指期	20110414	    5931	    7476
13MTX  	外資－小型臺指期	20110415	    6431	    7242
13MTX  	外資－小型臺指期	20110418	    7092	    7068
13MTX  	外資－小型臺指期	20110419	    6792	    8147
13MTX  	外資－小型臺指期	20110420	    6446	    2342
13MTX  	外資－小型臺指期	20110421	    5293	    3634
13MTX  	外資－小型臺指期	20110422	    4969	    3851
13MTX  	外資－小型臺指期	20110425	    4694	    4015
13MTX  	外資－小型臺指期	20110426	    5005	    4920
13MTX  	外資－小型臺指期	20110427	    5148	    4907
13MTX  	外資－小型臺指期	20110428	    5166	    5164
13MTX  	外資－小型臺指期	20110429	    5317	    5985
13MTX  	外資－小型臺指期	20110503	    5708	    7101
13MTX  	外資－小型臺指期	20110504	    5903	    6337
13MTX  	外資－小型臺指期	20110505	    5949	    5928
13MTX  	外資－小型臺指期	20110506	    5882	    6701
13MTX  	外資－小型臺指期	20110509	    5485	    5767
13MTX  	外資－小型臺指期	20110510	    5742	    6202
13MTX  	外資－小型臺指期	20110511	    5942	    6336
13MTX  	外資－小型臺指期	20110512	    6904	    5927
13MTX  	外資－小型臺指期	20110513	    6459	    6090
13MTX  	外資－小型臺指期	20110516	    6254	    6373
13MTX  	外資－小型臺指期	20110517	    6306	    6072
13MTX  	外資－小型臺指期	20110518	    4975	    3746
13MTX  	外資－小型臺指期	20110519	    4489	    4506
13MTX  	外資－小型臺指期	20110520	    4887	    4530
13MTX  	外資－小型臺指期	20110523	    4575	    4241
13MTX  	外資－小型臺指期	20110524	    4817	    4196
13MTX  	外資－小型臺指期	20110525	    5199	    4036
13MTX  	外資－小型臺指期	20110526	    6533	    3868
13MTX  	外資－小型臺指期	20110527	    6375	    3838
13MTX  	外資－小型臺指期	20110530	    6104	    3824
13MTX  	外資－小型臺指期	20110531	    5855	    3602
13MTX  	外資－小型臺指期	20110601	    5547	    3550
13MTX  	外資－小型臺指期	20110602	    5489	    5653
13MTX  	外資－小型臺指期	20110603	    5479	    6036
13MTX  	外資－小型臺指期	20110607	    5506	    7289
13MTX  	外資－小型臺指期	20110608	    5563	    6944
13MTX  	外資－小型臺指期	20110609	    5889	    7162
13MTX  	外資－小型臺指期	20110610	    5118	    5088
13MTX  	外資－小型臺指期	20110613	    5141	    4614
13MTX  	外資－小型臺指期	20110614	    4914	    3894
13MTX  	外資－小型臺指期	20110615	     623	    3288
13MTX  	外資－小型臺指期	20110616	     888	    3199
13MTX  	外資－小型臺指期	20110617	     716	    3177
13MTX  	外資－小型臺指期	20110620	     463	    3385
13MTX  	外資－小型臺指期	20110621	     803	    3764
13MTX  	外資－小型臺指期	20110622	     459	    3648
13MTX  	外資－小型臺指期	20110623	     662	    3902
13MTX  	外資－小型臺指期	20110624	     508	    4587
13MTX  	外資－小型臺指期	20110627	     946	    4875
13MTX  	外資－小型臺指期	20110628	    1089	    4964
13MTX  	外資－小型臺指期	20110629	    1511	    5139
13MTX  	外資－小型臺指期	20110630	    1102	    5318
13MTX  	外資－小型臺指期	20110701	     861	    4701
13MTX  	外資－小型臺指期	20110704	     685	    4147
13MTX  	外資－小型臺指期	20110705	     892	    3541
13MTX  	外資－小型臺指期	20110706	    1283	    3226
13MTX  	外資－小型臺指期	20110707	     534	    3704
13MTX  	外資－小型臺指期	20110708	     879	    3644
13MTX  	外資－小型臺指期	20110711	     424	    3876
13MTX  	外資－小型臺指期	20110712	     266	    4322
13MTX  	外資－小型臺指期	20110713	    1682	    4609
13MTX  	外資－小型臺指期	20110714	    1956	    5133
13MTX  	外資－小型臺指期	20110715	    1596	    5618
13MTX  	外資－小型臺指期	20110718	    1957	    5781
13MTX  	外資－小型臺指期	20110719	    2306	    5441
13MTX  	外資－小型臺指期	20110720	    2503	    2130
13MTX  	外資－小型臺指期	20110721	    1778	    2450
13MTX  	外資－小型臺指期	20110722	    1891	    2358
13MTX  	外資－小型臺指期	20110725	    1710	    2740
13MTX  	外資－小型臺指期	20110726	    2073	    2749
13MTX  	外資－小型臺指期	20110727	    1934	    2985
13MTX  	外資－小型臺指期	20110728	    1788	    3070
13MTX  	外資－小型臺指期	20110729	    1722	    3775
13MTX  	外資－小型臺指期	20110801	    1795	    3497
13MTX  	外資－小型臺指期	20110802	    1867	    3743
13MTX  	外資－小型臺指期	20110803	    1986	    3961
13MTX  	外資－小型臺指期	20110804	    1876	    4312
13MTX  	外資－小型臺指期	20110805	    6924	    4752
13MTX  	外資－小型臺指期	20110808	    8295	    5439
13MTX  	外資－小型臺指期	20110809	    8248	    6250
13MTX  	外資－小型臺指期	20110810	    7392	    6171
13MTX  	外資－小型臺指期	20110811	    6909	    7509
13MTX  	外資－小型臺指期	20110812	    5236	    6813
13MTX  	外資－小型臺指期	20110815	    5377	    6972
13MTX  	外資－小型臺指期	20110816	    5421	    6305
13MTX  	外資－小型臺指期	20110817	    3860	    1872
13MTX  	外資－小型臺指期	20110818	    4433	    1385
13MTX  	外資－小型臺指期	20110819	    4264	    2349
13MTX  	外資－小型臺指期	20110822	    4664	    3680
13MTX  	外資－小型臺指期	20110823	    4598	    4088
13MTX  	外資－小型臺指期	20110824	    4339	    3238
13MTX  	外資－小型臺指期	20110825	    4697	    3877
13MTX  	外資－小型臺指期	20110826	    4910	    4409
13MTX  	外資－小型臺指期	20110829	    4967	    5052
13MTX  	外資－小型臺指期	20110830	    4924	    3128
13MTX  	外資－小型臺指期	20110831	    4747	    2904
13MTX  	外資－小型臺指期	20110901	    4801	    4057
13MTX  	外資－小型臺指期	20110902	    4822	    4744
13MTX  	外資－小型臺指期	20110905	    5086	    4838
13MTX  	外資－小型臺指期	20110906	    5227	    4923
13MTX  	外資－小型臺指期	20110907	    5173	    5693
13MTX  	外資－小型臺指期	20110908	    5111	    6027
13MTX  	外資－小型臺指期	20110909	    5211	    5749
13MTX  	外資－小型臺指期	20110913	    4974	    6204
13MTX  	外資－小型臺指期	20110914	    5374	    6229
13MTX  	外資－小型臺指期	20110915	    5999	    5894
13MTX  	外資－小型臺指期	20110916	    6975	    6214
13MTX  	外資－小型臺指期	20110919	    7293	    9070
13MTX  	外資－小型臺指期	20110920	    7501	    6305
13MTX  	外資－小型臺指期	20110921	    6220	    2405
13MTX  	外資－小型臺指期	20110922	    7444	    2102
13MTX  	外資－小型臺指期	20110923	    7202	     951
13MTX  	外資－小型臺指期	20110926	    7602	    1346
13MTX  	外資－小型臺指期	20110927	    8037	    1431
13MTX  	外資－小型臺指期	20110928	    7941	    1631
13MTX  	外資－小型臺指期	20110929	    8223	    1056
13MTX  	外資－小型臺指期	20110930	    8141	    1020
13MTX  	外資－小型臺指期	20111003	    8935	    1387
13MTX  	外資－小型臺指期	20111004	    8637	    1951
13MTX  	外資－小型臺指期	20111005	    8505	    4168
13MTX  	外資－小型臺指期	20111006	    8765	    3421
13MTX  	外資－小型臺指期	20111007	    8752	    2397
13MTX  	外資－小型臺指期	20111011	    8915	    1671
13MTX  	外資－小型臺指期	20111012	    8655	    1789
13MTX  	外資－小型臺指期	20111013	    8549	    2218
13MTX  	外資－小型臺指期	20111014	    8680	    2330
13MTX  	外資－小型臺指期	20111017	    8866	    2543
13MTX  	外資－小型臺指期	20111018	    9034	    2050
13MTX  	外資－小型臺指期	20111019	    7040	     911
13MTX  	外資－小型臺指期	20111020	    6390	     893
13MTX  	外資－小型臺指期	20111021	    6971	     683
13MTX  	外資－小型臺指期	20111024	    7494	    1161
13MTX  	外資－小型臺指期	20111025	    7438	    1464
13MTX  	外資－小型臺指期	20111026	    7938	    1882
13MTX  	外資－小型臺指期	20111027	    7846	    2953
13MTX  	外資－小型臺指期	20111028	    7650	    3873
13MTX  	外資－小型臺指期	20111031	    7061	    4096
13MTX  	外資－小型臺指期	20111101	    7291	    4452
13MTX  	外資－小型臺指期	20111102	    6471	    5279
13MTX  	外資－小型臺指期	20111103	    6400	    5115
13MTX  	外資－小型臺指期	20111104	    6834	    4657
13MTX  	外資－小型臺指期	20111107	    6560	    4595
13MTX  	外資－小型臺指期	20111108	    6499	    4899
13MTX  	外資－小型臺指期	20111109	    6962	    5228
13MTX  	外資－小型臺指期	20111110	    7356	    7555
13MTX  	外資－小型臺指期	20111111	    8334	    5928
13MTX  	外資－小型臺指期	20111114	    9090	    6507
13MTX  	外資－小型臺指期	20111115	    9498	    4745
13MTX  	外資－小型臺指期	20111116	    9365	    2324
13MTX  	外資－小型臺指期	20111117	    9864	    2208
13MTX  	外資－小型臺指期	20111118	    9436	    1554
13MTX  	外資－小型臺指期	20111121	    9625	    2458
13MTX  	外資－小型臺指期	20111122	   10485	    1756
13MTX  	外資－小型臺指期	20111123	   13079	    1217
13MTX  	外資－小型臺指期	20111124	   13141	    1895
13MTX  	外資－小型臺指期	20111125	   14647	    1098
13MTX  	外資－小型臺指期	20111128	   15405	    1172
13MTX  	外資－小型臺指期	20111129	   14819	    1005
13MTX  	外資－小型臺指期	20111130	   15838	     827
13MTX  	外資－小型臺指期	20111201	   15782	    1077
13MTX  	外資－小型臺指期	20111202	   15645	    2473
13MTX  	外資－小型臺指期	20111205	   16206	    2885
13MTX  	外資－小型臺指期	20111206	   16453	    3020
13MTX  	外資－小型臺指期	20111207	   16808	    3174
13MTX  	外資－小型臺指期	20111208	   16787	    1663
13MTX  	外資－小型臺指期	20111209	   17511	    1639
13MTX  	外資－小型臺指期	20111212	   17460	    1952
13MTX  	外資－小型臺指期	20111213	   17732	    1560
13MTX  	外資－小型臺指期	20111214	   17523	    1422
13MTX  	外資－小型臺指期	20111215	   16784	    1606
13MTX  	外資－小型臺指期	20111216	   17750	    1738
13MTX  	外資－小型臺指期	20111219	   18793	    1678
13MTX  	外資－小型臺指期	20111220	   20444	    2093
13MTX  	外資－小型臺指期	20111221	    5019	    1851
13MTX  	外資－小型臺指期	20111222	    4919	    2306
13MTX  	外資－小型臺指期	20111223	    5529	    1937
13MTX  	外資－小型臺指期	20111226	    5037	    3066
13MTX  	外資－小型臺指期	20111227	    4981	    3266
13MTX  	外資－小型臺指期	20111228	    5078	    3595
13MTX  	外資－小型臺指期	20111229	    5235	    3944
13MTX  	外資－小型臺指期	20111230	    4911	    3898
13MTX  	外資－小型臺指期	20120102	    5633	    3160
13MTX  	外資－小型臺指期	20120103	    5170	    1270
13MTX  	外資－小型臺指期	20120104	    6101	    1802
13MTX  	外資－小型臺指期	20120105	    6036	    1544
13MTX  	外資－小型臺指期	20120106	    6305	    2108
13MTX  	外資－小型臺指期	20120109	    6174	    2463
13MTX  	外資－小型臺指期	20120110	    6061	    1815
13MTX  	外資－小型臺指期	20120111	    6064	    2265
13MTX  	外資－小型臺指期	20120112	    6444	    2530
13MTX  	外資－小型臺指期	20120113	    6523	    3629
13MTX  	外資－小型臺指期	20120116	    6914	    3493
13MTX  	外資－小型臺指期	20120117	    7874	    2312
13MTX  	外資－小型臺指期	20120118	    4109	    2629
13MTX  	外資－小型臺指期	20120130	    4454	    1987
13MTX  	外資－小型臺指期	20120131	    4926	    2931
13MTX  	外資－小型臺指期	20120201	    5074	    2402
13MTX  	外資－小型臺指期	20120202	    5006	    2770
13MTX  	外資－小型臺指期	20120203	    5272	    3520
13MTX  	外資－小型臺指期	20120204	    5736	    4177
13MTX  	外資－小型臺指期	20120206	    4719	    4272
13MTX  	外資－小型臺指期	20120207	    5137	    4849
13MTX  	外資－小型臺指期	20120208	    6327	    6363
13MTX  	外資－小型臺指期	20120209	    7091	    8388
13MTX  	外資－小型臺指期	20120210	    7262	   10633
13MTX  	外資－小型臺指期	20120213	    7664	    9599
13MTX  	外資－小型臺指期	20120214	    7807	    7968
13MTX  	外資－小型臺指期	20120215	    7469	    1623
13MTX  	外資－小型臺指期	20120216	    5764	    2170
13MTX  	外資－小型臺指期	20120217	    5838	    2944
13MTX  	外資－小型臺指期	20120220	    5918	    2954
13MTX  	外資－小型臺指期	20120221	    6092	    2336
13MTX  	外資－小型臺指期	20120222	    6568	    3294
13MTX  	外資－小型臺指期	20120223	    5750	    3585
13MTX  	外資－小型臺指期	20120224	    5913	    3492
13MTX  	外資－小型臺指期	20120229	    8085	    3689
13MTX  	外資－小型臺指期	20120301	    7617	    4600
13MTX  	外資－小型臺指期	20120302	    6598	    5325
13MTX  	外資－小型臺指期	20120303	    5953	    5342
13MTX  	外資－小型臺指期	20120305	    5462	    5206
13MTX  	外資－小型臺指期	20120306	    5389	    4464
13MTX  	外資－小型臺指期	20120307	    5550	    3485
13MTX  	外資－小型臺指期	20120308	    6594	    3797
13MTX  	外資－小型臺指期	20120309	    7196	    3904
13MTX  	外資－小型臺指期	20120312	    5614	    3398
13MTX  	外資－小型臺指期	20120313	    8286	    3766
13MTX  	外資－小型臺指期	20120314	    6668	    4047
13MTX  	外資－小型臺指期	20120315	    6595	    4047
13MTX  	外資－小型臺指期	20120316	    5668	    3803
13MTX  	外資－小型臺指期	20120319	    5853	    3211
13MTX  	外資－小型臺指期	20120320	    6255	    3466
13MTX  	外資－小型臺指期	20120321	    6017	    1423
13MTX  	外資－小型臺指期	20120322	    7225	    1853
13MTX  	外資－小型臺指期	20120323	    6463	    1887
13MTX  	外資－小型臺指期	20120326	    5331	    3481
13MTX  	外資－小型臺指期	20120327	    5737	    2243
13MTX  	外資－小型臺指期	20120328	    6182	    1872
13MTX  	外資－小型臺指期	20120329	    5747	    5442
13MTX  	外資－小型臺指期	20120330	    5754	    4505
13MTX  	外資－小型臺指期	20120402	    5894	    4088
13MTX  	外資－小型臺指期	20120403	    6199	    6607
13MTX  	外資－小型臺指期	20120405	    6839	    6340
13MTX  	外資－小型臺指期	20120406	    7141	    5184
13MTX  	外資－小型臺指期	20120409	    7623	    5353
13MTX  	外資－小型臺指期	20120410	    7696	    5519
13MTX  	外資－小型臺指期	20120411	    8376	    5066
13MTX  	外資－小型臺指期	20120412	    8762	    6367
13MTX  	外資－小型臺指期	20120413	    9248	    5927
13MTX  	外資－小型臺指期	20120416	    9444	    6910
13MTX  	外資－小型臺指期	20120417	    9771	   10644
13MTX  	外資－小型臺指期	20120418	    5267	    1860
13MTX  	外資－小型臺指期	20120419	    5634	    2238
13MTX  	外資－小型臺指期	20120420	    5327	    4064
13MTX  	外資－小型臺指期	20120423	    5401	    3613
13MTX  	外資－小型臺指期	20120424	    6083	    3447
13MTX  	外資－小型臺指期	20120425	    6321	    3791
13MTX  	外資－小型臺指期	20120426	    7156	    4739
13MTX  	外資－小型臺指期	20120427	    7340	    5022
13MTX  	外資－小型臺指期	20120430	    7489	    4958
13MTX  	外資－小型臺指期	20120502	    7647	    3414
13MTX  	外資－小型臺指期	20120503	    7388	    4606
13MTX  	外資－小型臺指期	20120504	    7220	    4394
13MTX  	外資－小型臺指期	20120507	    7431	    7512
13MTX  	外資－小型臺指期	20120508	    7708	    7446
13MTX  	外資－小型臺指期	20120509	    7820	    7736
13MTX  	外資－小型臺指期	20120510	    7583	    7305
13MTX  	外資－小型臺指期	20120511	    8259	   10637
13MTX  	外資－小型臺指期	20120514	    9133	   10236
13MTX  	外資－小型臺指期	20120515	    7555	   10076
13MTX  	外資－小型臺指期	20120516	    5880	    3331
13MTX  	外資－小型臺指期	20120517	    7369	    2781
13MTX  	外資－小型臺指期	20120518	    6402	    3140
13MTX  	外資－小型臺指期	20120521	    7152	    3112
13MTX  	外資－小型臺指期	20120522	    7474	    3243
13MTX  	外資－小型臺指期	20120523	    6867	    2992
13MTX  	外資－小型臺指期	20120524	    7127	    3368
13MTX  	外資－小型臺指期	20120525	    6432	    3760
13MTX  	外資－小型臺指期	20120528	    7388	    3384
13MTX  	外資－小型臺指期	20120529	    9137	    3539
13MTX  	外資－小型臺指期	20120530	    7536	    4142
13MTX  	外資－小型臺指期	20120531	    8047	    4208
13MTX  	外資－小型臺指期	20120601	    8016	    6129
13MTX  	外資－小型臺指期	20120604	    8578	    4744
13MTX  	外資－小型臺指期	20120605	    8819	    4073
13MTX  	外資－小型臺指期	20120606	    8951	    4310
13MTX  	外資－小型臺指期	20120607	    8377	    4549
13MTX  	外資－小型臺指期	20120608	    8601	    5148
13MTX  	外資－小型臺指期	20120611	    8112	    4538
13MTX  	外資－小型臺指期	20120612	    8611	    5026
13MTX  	外資－小型臺指期	20120613	    8572	    5286
13MTX  	外資－小型臺指期	20120614	    8546	    5084
13MTX  	外資－小型臺指期	20120615	    9675	    5413
13MTX  	外資－小型臺指期	20120618	    8902	    5668
13MTX  	外資－小型臺指期	20120619	    8995	    7036
13MTX  	外資－小型臺指期	20120620	    6155	    1011
13MTX  	外資－小型臺指期	20120621	    6455	    1846
13MTX  	外資－小型臺指期	20120622	    6980	    3308
13MTX  	外資－小型臺指期	20120625	    7428	    4315
13MTX  	外資－小型臺指期	20120626	    7350	    4030
13MTX  	外資－小型臺指期	20120627	    7927	    4239
13MTX  	外資－小型臺指期	20120628	    7533	    4391
13MTX  	外資－小型臺指期	20120629	    8151	    4231
13MTX  	外資－小型臺指期	20120702	    8027	    4315
13MTX  	外資－小型臺指期	20120703	    7508	    4065
13MTX  	外資－小型臺指期	20120704	    7373	    4179
13MTX  	外資－小型臺指期	20120705	    7602	    4306
13MTX  	外資－小型臺指期	20120706	    7208	    5482
13MTX  	外資－小型臺指期	20120709	    7431	    6078
13MTX  	外資－小型臺指期	20120710	    7165	    7649
13MTX  	外資－小型臺指期	20120711	    7445	    7586
13MTX  	外資－小型臺指期	20120712	    6683	   10797
13MTX  	外資－小型臺指期	20120713	    6334	   11110
13MTX  	外資－小型臺指期	20120716	    6356	   13228
13MTX  	外資－小型臺指期	20120717	    5292	   14211
13MTX  	外資－小型臺指期	20120718	    4428	    1581
13MTX  	外資－小型臺指期	20120719	    6146	     812
13MTX  	外資－小型臺指期	20120720	    5932	    1028
13MTX  	外資－小型臺指期	20120723	    5096	    1356
13MTX  	外資－小型臺指期	20120724	    5284	    1451
13MTX  	外資－小型臺指期	20120725	    4672	    1445
13MTX  	外資－小型臺指期	20120726	    5218	    1760
13MTX  	外資－小型臺指期	20120727	    6281	    1420
13MTX  	外資－小型臺指期	20120730	    6580	    1385
13MTX  	外資－小型臺指期	20120731	    7688	    1394
13MTX  	外資－小型臺指期	20120801	    8438	    1482
13MTX  	外資－小型臺指期	20120803	    7128	    1655
13MTX  	外資－小型臺指期	20120806	    6545	    2213
13MTX  	外資－小型臺指期	20120807	    6388	    2082
13MTX  	外資－小型臺指期	20120808	    7128	    1769
13MTX  	外資－小型臺指期	20120809	    9042	    1931
13MTX  	外資－小型臺指期	20120810	    8839	    2284
13MTX  	外資－小型臺指期	20120813	    9065	    2234
13MTX  	外資－小型臺指期	20120814	    8344	     972
13MTX  	外資－小型臺指期	20120815	    5910	     717
13MTX  	外資－小型臺指期	20120816	    6335	    1127
13MTX  	外資－小型臺指期	20120817	    5391	    1762
13MTX  	外資－小型臺指期	20120820	    5844	    1265
13MTX  	外資－小型臺指期	20120821	    7438	    1805
13MTX  	外資－小型臺指期	20120822	    7104	    2490
13MTX  	外資－小型臺指期	20120823	    7018	    2895
13MTX  	外資－小型臺指期	20120824	    7030	    2924
13MTX  	外資－小型臺指期	20120827	    5927	    3082
13MTX  	外資－小型臺指期	20120828	    5742	    3545
13MTX  	外資－小型臺指期	20120829	    5928	    3142
13MTX  	外資－小型臺指期	20120830	    5777	    3058
13MTX  	外資－小型臺指期	20120831	    5752	    3134
13MTX  	外資－小型臺指期	20120903	    6661	    2846
13MTX  	外資－小型臺指期	20120904	    6196	    3334
13MTX  	外資－小型臺指期	20120905	    5569	    4275
13MTX  	外資－小型臺指期	20120906	    5706	    4080
13MTX  	外資－小型臺指期	20120907	    5927	    4533
13MTX  	外資－小型臺指期	20120910	    7729	    4382
13MTX  	外資－小型臺指期	20120911	    8460	    4760
13MTX  	外資－小型臺指期	20120912	   10027	    4540
13MTX  	外資－小型臺指期	20120913	    8925	    5418
13MTX  	外資－小型臺指期	20120914	    9458	    5448
13MTX  	外資－小型臺指期	20120917	    9343	    6393
13MTX  	外資－小型臺指期	20120918	    9778	    6580
13MTX  	外資－小型臺指期	20120919	    6614	    3365
13MTX  	外資－小型臺指期	20120920	    6143	    3562
13MTX  	外資－小型臺指期	20120921	    6497	    3804
13MTX  	外資－小型臺指期	20120924	    6611	    3684
13MTX  	外資－小型臺指期	20120925	    6415	    4603
13MTX  	外資－小型臺指期	20120926	    6083	    4990
13MTX  	外資－小型臺指期	20120927	    6667	    4859
13MTX  	外資－小型臺指期	20120928	    6455	    5290
13MTX  	外資－小型臺指期	20121001	    6408	    5695
13MTX  	外資－小型臺指期	20121002	    6510	    5630
13MTX  	外資－小型臺指期	20121003	    5995	    6455
13MTX  	外資－小型臺指期	20121004	    6423	    6932
13MTX  	外資－小型臺指期	20121005	    6357	    7544
13MTX  	外資－小型臺指期	20121008	    6050	    8558
13MTX  	外資－小型臺指期	20121009	    6477	    9348
13MTX  	外資－小型臺指期	20121011	    5243	   10973
13MTX  	外資－小型臺指期	20121012	    5104	   11010
13MTX  	外資－小型臺指期	20121015	    5632	   10683
13MTX  	外資－小型臺指期	20121016	    3234	   11059
13MTX  	外資－小型臺指期	20121017	    2750	    7972
13MTX  	外資－小型臺指期	20121018	    3034	    7314
13MTX  	外資－小型臺指期	20121019	    2832	    8544
13MTX  	外資－小型臺指期	20121022	    3429	    7599
13MTX  	外資－小型臺指期	20121023	    3354	    8456
13MTX  	外資－小型臺指期	20121024	    3804	    8147
13MTX  	外資－小型臺指期	20121025	    3575	    9297
13MTX  	外資－小型臺指期	20121026	    3979	   10155
13MTX  	外資－小型臺指期	20121029	    4334	    9626
13MTX  	外資－小型臺指期	20121030	    4413	    9217
13MTX  	外資－小型臺指期	20121031	    4205	   10073
13MTX  	外資－小型臺指期	20121101	    4356	    9608
13MTX  	外資－小型臺指期	20121102	    4456	    9763
13MTX  	外資－小型臺指期	20121105	    4459	    9917
13MTX  	外資－小型臺指期	20121106	    4477	    8859
13MTX  	外資－小型臺指期	20121107	    4653	    9439
13MTX  	外資－小型臺指期	20121108	    4766	    8774
13MTX  	外資－小型臺指期	20121109	    6565	    8248
13MTX  	外資－小型臺指期	20121112	    5312	   10310
13MTX  	外資－小型臺指期	20121113	    5336	   12838
13MTX  	外資－小型臺指期	20121114	    5637	   10520
13MTX  	外資－小型臺指期	20121115	    5587	   10368
13MTX  	外資－小型臺指期	20121116	    5399	   11452
13MTX  	外資－小型臺指期	20121119	    5439	   12517
13MTX  	外資－小型臺指期	20121120	    5310	   12216
13MTX  	外資－小型臺指期	20121121	    5644	   11822
13MTX  	外資－小型臺指期	20121122	    5570	   10771
13MTX  	外資－小型臺指期	20121123	    6234	    8783
13MTX  	外資－小型臺指期	20121126	    5759	    8862
13MTX  	外資－小型臺指期	20121127	    5640	    8427
13MTX  	外資－小型臺指期	20121128	    5621	    8420
13MTX  	外資－小型臺指期	20121129	    6063	    8447
13MTX  	外資－小型臺指期	20121130	    5998	    8084
13MTX  	外資－小型臺指期	20121203	    5857	    8960
13MTX  	外資－小型臺指期	20121204	    5872	    9631
13MTX  	外資－小型臺指期	20121205	    6269	    9816
13MTX  	外資－小型臺指期	20121206	    5745	    9633
13MTX  	外資－小型臺指期	20121207	    5978	   10164
13MTX  	外資－小型臺指期	20121210	    6000	   10433
13MTX  	外資－小型臺指期	20121211	    6630	   10458
13MTX  	外資－小型臺指期	20121212	    7110	   11293
13MTX  	外資－小型臺指期	20121213	    7886	   11224
13MTX  	外資－小型臺指期	20121214	    7598	   13167
13MTX  	外資－小型臺指期	20121217	    7306	   13591
13MTX  	外資－小型臺指期	20121218	    7535	   14060
13MTX  	外資－小型臺指期	20121219	    2445	    2622
13MTX  	外資－小型臺指期	20121220	    2222	    3863
13MTX  	外資－小型臺指期	20121221	    2984	    4447
13MTX  	外資－小型臺指期	20121222	    2993	    3959
13MTX  	外資－小型臺指期	20121224	    3136	    3540
13MTX  	外資－小型臺指期	20121225	    2950	    3584
13MTX  	外資－小型臺指期	20121226	    2905	    4975
13MTX  	外資－小型臺指期	20121227	    3039	    5565
13MTX  	外資－小型臺指期	20121228	    2921	    5468
13MTX  	外資－小型臺指期	20130102	    3984	    5292
13MTX  	外資－小型臺指期	20130103	    3888	    5222
13MTX  	外資－小型臺指期	20130104	    3509	    5272
13MTX  	外資－小型臺指期	20130107	    4112	    5777
13MTX  	外資－小型臺指期	20130108	    3777	    7249
13MTX  	外資－小型臺指期	20130109	    3868	    6641
13MTX  	外資－小型臺指期	20130110	    3921	    5405
13MTX  	外資－小型臺指期	20130111	    3235	    6349
13MTX  	外資－小型臺指期	20130114	    4031	    6240
13MTX  	外資－小型臺指期	20130115	    3994	    6900
13MTX  	外資－小型臺指期	20130116	    2009	    6792
13MTX  	外資－小型臺指期	20130117	    2024	    7002
